CellID,DNA_6,ELANE,CD57,CD45,DNA_7,ELANE7,CD577,CD457,DNA_8,ELANE8,CD578,CD458,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
82,21679.65617977528,7970.251685393258,1909.6629213483145,5273.2067415730335,15930.013483146067,4158.271910112359,22613.608988764045,1034.0404494382024,27542.685393258427,6231.680898876404,2206.4539325842698,3276.285393258427,387.2337078651685,115.84494382022471,445.0,27.85343298618619,21.224261008470787,0.647579342880801,0.9008097165991903,0.6846153846153846,-0.46575641735504214
83,28219.131944444445,3842.5798611111113,2054.878472222222,5627.53125,20531.114583333332,1969.4722222222222,3498.375,840.9131944444445,0.0,0.0,0.0,0.0,4.875,120.4375,288.0,31.55412535436572,12.43749732814609,0.9190401593542573,0.9442622950819672,0.8888888888888888,-0.06034462486480077
84,26088.648401826485,3315.213470319635,1177.7511415525114,2235.972602739726,26570.08105022831,2828.8755707762557,5149.277397260274,1074.5821917808219,0.0,0.0,0.0,0.0,25.711187214611872,116.18036529680366,876.0,39.72413667830116,28.950452868631317,0.6847399731838357,0.9115504682622269,0.7019230769230769,-0.9222379644163673
85,20720.641633728592,24298.791831357048,1070.0777338603425,2140.794466403162,17416.815546772068,10896.911725955204,8529.907773386034,927.4848484848485,44278.52437417655,2171.054018445323,1746.2859025032938,3899.768115942029,331.14229249011856,119.14361001317523,759.0,36.809726692919654,26.77983417498305,0.6860858455220555,0.9089820359281438,0.6837837837837838,-0.04240712846561841
86,20417.592905405407,15686.016891891892,2709.2736486486488,8014.247466216216,16395.673141891893,6546.560810810811,46242.20777027027,1078.7567567567567,26205.90962837838,5209.048141891892,3554.9349662162163,3776.0532094594596,466.0447635135135,122.31925675675676,1184.0,42.913829268057746,38.781750643230936,0.4281404875168827,0.8962906888720666,0.6406926406926406,1.0516261718415052
87,24675.71028037383,4442.4626168224295,4386.75,15273.816588785046,23567.617990654206,3837.5630841121497,1882.0280373831777,1442.802570093458,25547.783878504673,2245.9696261682243,2995.292056074766,13472.720794392524,195.94976635514018,121.63668224299066,856.0,34.894646751524384,31.873963896214583,0.4069864298467827,0.9058201058201059,0.7411255411255411,0.6759480671617012
88,24058.946867565424,7563.284694686757,2245.721649484536,4816.063441712926,20389.17605075337,4522.137985725614,3431.1681205392547,1076.5162569389374,49796.048374306105,2247.765265662173,1499.5662172878667,4730.578905630452,298.1086439333862,119.80888183980967,1261.0,60.190933967190176,30.67548807712474,0.8603899043992249,0.8172391445236552,0.5300546448087432,1.1334697253226815
89,20143.44894204232,3846.475620975161,3149.6660533578656,7939.529898804048,18677.928242870286,5675.642134314628,185.35510579576817,1190.689972401104,22149.522539098438,2734.341306347746,1464.0542778288868,2576.933762649494,576.7378104875805,117.63753449862006,1087.0,49.0759709450624,28.949680016227397,0.8074798110879445,0.9081035923141186,0.7876811594202898,-0.2692085117916751
90,28027.07683741648,3348.4075723830733,1480.9053452115813,3519.8329621380844,29278.57906458797,2799.344097995546,5137.575723830735,1114.270601336303,0.0,0.0,0.0,0.0,60.57238307349666,125.53897550111358,898.0,44.732681629147876,26.61013998194618,0.8038217626712324,0.9116751269035533,0.7126984126984127,1.2251190321917025
91,21149.278463648832,3988.422496570645,2254.965706447188,4831.141289437585,17539.79561042524,4512.875171467764,180.74759945130316,1016.721536351166,27396.882030178327,3375.9794238683126,1759.272976680384,3927.067215363512,546.8093278463649,127.440329218107,729.0,37.6899685978546,25.808020865288306,0.7287826592491984,0.8586572438162544,0.6075,1.156887862297008
92,24210.882619974058,4346.953307392996,4081.2730220492867,11211.7140077821,22715.334630350193,3192.090791180285,324.1757457846952,1259.9390402075228,3028.88326848249,245.1562905317769,218.4662775616083,1136.1990920881972,149.71854734111542,138.36186770428014,1542.0,64.50689192421687,34.121343861368345,0.8486488992170697,0.7940267765190525,0.5753731343283582,1.3794356908204317
93,22909.289461134955,4400.035765379113,2543.241773962804,6260.558416785884,19387.86075345732,3740.4406294706723,5927.027658559848,1099.4840247973295,41695.252742012395,2154.705293276109,1596.4878397711016,4151.2513113972345,262.6127801621364,137.98950882212685,2097.0,72.80509077994796,38.190039319119066,0.8513785523244198,0.8844369464361029,0.6189492325855962,-1.449538001839458
94,22834.435034802784,6855.853828306264,2893.147331786543,7126.141531322506,17192.63921113689,3745.6879350348026,18551.993039443154,1159.8329466357309,37300.50464037123,2857.259860788863,2755.604408352668,3784.890951276102,396.19141531322504,136.4767981438515,862.0,38.696493868513166,29.725745114037498,0.6402378866642917,0.8585657370517928,0.6874003189792663,-1.150724226337205
95,27310.47423887588,3540.063231850117,2036.814988290398,5832.418032786885,27116.84074941452,4439.304449648712,4300.134660421546,1262.7587822014052,0.0,0.0,0.0,0.0,101.46252927400468,137.69906323185012,854.0,36.51179536389945,31.5397670546148,0.5037936139018443,0.9114194236926361,0.7693693693693694,1.244045400533777
96,20015.85770750988,15763.699604743084,2409.50790513834,9719.486166007906,15630.229249011858,7933.669960474308,58295.102766798416,1127.3517786561265,22861.001976284584,2985.614624505929,3899.312252964427,5210.946640316206,425.4486166007905,138.20158102766797,506.0,30.443085677912045,22.013390762968474,0.6907435148680536,0.9100719424460432,0.7857142857142857,1.4582783412143459
97,28185.84004602992,3456.355581127733,2165.132336018412,5009.006904487917,29384.683544303796,2947.568469505178,5529.971231300346,1221.475258918297,0.0,0.0,0.0,0.0,38.284234752589185,142.96432681242808,869.0,37.84718025495589,29.823252701622614,0.6156862410571061,0.9176346356916578,0.7117117117117117,0.937561016787953
98,25972.833702882483,4006.689578713969,1837.9911308203991,4401.133037694013,24108.569844789356,3505.470066518847,3489.7294900221727,1063.2461197339246,28874.58314855876,2198.230598669623,3445.3015521064303,13535.789356984478,206.93569844789357,145.37028824833703,451.0,25.43450673787955,23.97293743501181,0.33410469701152323,0.8706563706563707,0.6711309523809523,1.138191373844307
99,22647.896478121664,12404.315901814301,1783.8452508004268,4797.235859124867,18684.150480256136,5343.931696905016,4185.736392742796,999.0032017075773,33209.87833511206,2720.5058697972254,2317.530416221985,4474.736392742796,356.71824973319104,139.65101387406617,937.0,49.37213343504102,25.439607850936802,0.8570324253349116,0.8667900092506938,0.6645390070921986,-1.3298407114641
100,28890.408829174663,3671.412667946257,3000.911708253359,10496.314779270633,30371.7216890595,2862.809980806142,5039.957773512476,1429.3358925143955,0.0,0.0,0.0,0.0,65.6717850287908,151.55086372360844,521.0,26.41724144415759,25.732338157893462,0.226231234504914,0.928698752228164,0.7707100591715976,-0.20781723504711572
101,17299.790774299836,8916.479406919276,1955.0345963756179,5954.3640856672155,13799.120263591432,4356.571663920922,15667.357495881384,951.5551894563426,22324.543657331138,4783.647446457991,2952.349258649094,3357.308072487644,493.9472817133443,149.98682042833607,607.0,29.53157119532359,27.040950914858445,0.40194809688247113,0.8874269005847953,0.7226190476190476,0.727124814853582
102,24005.101949025488,5340.367316341829,3276.583208395802,4223.062968515742,21448.229385307346,3597.049475262369,996.2353823088456,978.983508245877,49255.86806596701,4415.745127436282,1194.583208395802,2581.7331334332835,322.60869565217394,150.71664167916043,667.0,30.74350259461689,28.22264629829637,0.3965720313693689,0.92,0.794047619047619,-1.404095226786273
103,26013.14989293362,4615.215203426124,4001.1531049250534,13871.052462526766,23519.64453961456,3117.2291220556745,5019.91755888651,1256.3618843683084,0.0,0.0,0.0,0.0,11.542826552462527,153.85653104925055,934.0,44.95132856591443,27.156066156280392,0.7968921861586352,0.9183874139626352,0.7581168831168831,0.046093381013322866
104,23964.05309734513,4985.93982300885,3255.7138643067847,7172.858997050147,20573.38761061947,3669.5162241887906,235.1976401179941,1082.1917404129792,28692.539233038347,4644.077876106195,1843.303244837758,2819.4814159292036,522.705604719764,145.66135693215338,1695.0,60.60305582412242,40.12462491501114,0.7494250963221819,0.8212209302325582,0.5218596059113301,0.7070688169220378
105,19978.61625874126,4072.923076923077,3184.028846153846,5919.648601398601,19067.308566433567,3821.3583916083917,182.00087412587413,1105.659090909091,29364.037587412586,2687.938811188811,1737.4965034965035,2761.5777972027972,571.7683566433567,154.43793706293707,1144.0,48.07136725128704,32.768093610569125,0.7316736276682219,0.8868217054263566,0.7027027027027027,1.2300884352176777
106,18440.745098039217,8406.600490196079,1887.5857843137255,5883.801470588235,14103.651960784313,4236.740196078431,1016.9019607843137,1080.7279411764705,38693.51470588235,9306.15931372549,2201.919117647059,2925.156862745098,373.29411764705884,156.52450980392157,408.0,24.55074384420074,21.641115271606,0.47221180762492376,0.9086859688195991,0.7472527472527473,-1.17841380508802
107,24729.12350119904,4347.446043165468,3145.8177458033574,7407.8141486810555,24191.163069544364,3201.3489208633096,811.6786570743405,1185.1270983213428,0.0,0.0,0.0,0.0,135.80695443645084,159.8705035971223,834.0,41.21107892895664,26.157714809742274,0.7727378482013613,0.9205298013245033,0.7091836734693877,1.2482711179054866
108,18259.558882235528,7455.201596806387,1857.4231536926147,6280.107784431138,13243.968063872255,3984.189620758483,4871.317365269461,1061.5908183632735,39139.211576846305,7186.930139720559,1714.0,3369.5229540918162,394.8383233532934,163.98003992015967,501.0,27.325076777523527,23.898600798510863,0.4848393189282829,0.9092558983666061,0.7707692307692308,0.32967278917925186
109,29301.398747390398,3841.6388308977034,3226.3883089770356,9570.052192066805,30574.21503131524,2971.8977035490607,2906.1356993736954,1335.2797494780793,0.0,0.0,0.0,0.0,106.38622129436325,164.4008350730689,479.0,25.977522573017705,24.419312207791304,0.34112766702967356,0.9247104247104247,0.8330434782608696,0.728384994301789
110,23829.645380434784,4823.323369565217,2822.646739130435,5193.827445652174,20542.1875,3302.711956521739,3748.858695652174,1059.523097826087,51729.94157608696,2089.7309782608695,1020.3192934782609,2221.3260869565215,296.1902173913044,163.8641304347826,736.0,33.865775062204655,28.141262240609574,0.5563252059654789,0.9363867684478372,0.7965367965367965,-0.13654871148669212
111,26384.130303030302,4126.077272727272,5099.148484848485,16422.80909090909,27512.095454545455,3729.8939393939395,2889.55,1495.1136363636363,0.0,0.0,0.0,0.0,83.54242424242425,167.75757575757575,660.0,32.73958814292799,26.234350917219082,0.5982578774807563,0.9308885754583921,0.7366071428571429,-0.23526372397336848
112,25491.398514851484,3764.4331683168316,2701.1023102310232,6047.031353135313,24059.621287128713,2913.6419141914193,4471.373762376237,1111.3910891089108,19693.03217821782,1928.0503300330033,2351.605610561056,7358.875412541254,220.2029702970297,178.70379537953795,1212.0,62.48835979978625,26.35339977322663,0.9067200925596995,0.8352860096485183,0.7214285714285714,-0.09624318791164833
113,27124.54972875226,3695.0397830018082,2625.6491862567814,8409.466546112115,27355.09403254973,5016.978300180832,5370.853526220615,1250.9132007233272,0.0,0.0,0.0,0.0,33.14828209764919,169.1121157323689,553.0,30.69329423492983,25.18377046714397,0.5716501473409289,0.8037790697674418,0.5984848484848485,-0.6907954205381642
114,25240.09657594381,4684.028094820018,5118.354697102722,12082.450395083406,24792.03160667252,3661.9043020193153,1347.2107111501316,1310.0219490781387,24860.06848112379,2177.6251097453905,2152.4644424934154,10317.792800702371,190.75241439859525,161.42054433713784,1139.0,51.467716062290215,29.15234061989277,0.8241167709127637,0.8891491022638564,0.6282404853833425,0.46589484336496234
115,27099.711488250654,4709.9791122715405,2970.911227154047,7930.894255874674,26125.79373368146,3190.3381201044385,257.7415143603133,1113.869451697128,48775.828981723236,2874.359007832898,2296.1383812010445,3275.2689295039163,351.6579634464752,173.07310704960835,766.0,38.10412062925405,27.01104328872498,0.705334531095947,0.8568232662192393,0.6217532467532467,0.11771208272684054
116,26158.287321063395,3983.5224948875257,3699.19836400818,8312.352760736196,26560.99897750511,3025.424335378323,174.78936605316974,1197.579754601227,8526.596114519427,613.5817995910021,430.8476482617587,1486.9386503067485,165.47341513292434,177.37730061349694,978.0,40.177309443117665,31.51955798934489,0.6201143729563382,0.9148737137511693,0.7164835164835165,-0.23325466865810995
117,19756.58362369338,11192.440766550522,3286.8867595818815,12091.824041811848,15098.759581881533,5135.756097560976,20385.621951219513,1204.1829268292684,39068.33275261324,7123.587108013938,2103.2229965156794,3923.0,417.9320557491289,174.79094076655053,574.0,29.405279180468753,25.750997896369356,0.48280654859685773,0.9067930489731437,0.7321428571428571,-0.7324309800204295
118,22134.495387453873,14927.54889298893,2046.7546125461254,6336.175276752768,18419.794280442806,7235.635608856089,37471.535055350556,1103.5830258302583,30471.61808118081,6256.030442804428,2747.2241697416976,3733.4640221402215,444.0811808118081,167.46125461254613,1084.0,47.085281076879134,30.002428808883803,0.7707039719754897,0.9377162629757786,0.7687943262411348,-0.043662922124457375
119,23950.038128249565,5710.630849220104,2149.7140381282497,4349.038128249566,20310.266897746966,3631.729636048527,3392.7833622183707,991.4003466204506,31209.25129982669,5348.159445407279,2881.1455805892547,3969.51993067591,499.1369150779896,173.5043327556326,577.0,29.43899255159218,26.40975756655891,0.4418249808928792,0.927652733118971,0.7755376344086021,-1.5113478428468485
120,27419.40518962076,4065.4111776447107,3940.5,12803.64870259481,27746.736526946108,5249.358283433134,4558.094810379242,1390.2724550898204,0.0,0.0,0.0,0.0,54.43213572854292,180.56487025948104,1002.0,43.690832465847535,31.62303033022591,0.6900192904225725,0.8398994132439229,0.583916083916084,-0.44552629590156684
121,25138.050035236083,4575.233967582805,4120.800563777308,9235.159971811134,21358.79210711769,6683.69274136716,2799.00281888654,1221.1451726568005,34553.51515151515,2238.6405919661734,2378.1437632135307,7698.477801268499,258.7413671599718,172.81888653981676,1419.0,62.868133298720856,29.234223016694934,0.8853061597545079,0.9280575539568345,0.6569444444444444,1.086876681334829
122,21844.252221462746,12972.458988380042,1543.1329460013671,4032.861927546138,18099.33185235817,6675.3544087491455,23320.797676008202,1080.1982228298018,34098.12474367738,5800.571770334928,2383.914900888585,3909.3824333561174,462.7088174982912,187.8362952836637,2926.0,119.83199407883913,42.26900902228095,0.9357230381875347,0.6790438616848457,0.48507957559681697,-0.2730350178659812
123,24106.46818181818,7402.959090909091,2829.7636363636366,8936.645454545454,22965.2,4953.586363636364,194.36818181818182,1188.1045454545454,23608.140909090907,3198.090909090909,3642.9590909090907,4589.595454545454,524.1590909090909,180.87727272727273,220.0,19.613716261978627,15.052689351363261,0.6411000873081701,0.9016393442622951,0.7638888888888888,0.8411107362432091
124,25644.639819587628,4455.817654639175,3432.048324742268,8170.765463917526,24196.0625,3472.6984536082473,344.5882731958763,1159.6932989690722,47992.137886597935,3112.556701030928,1669.3904639175257,4250.894329896907,330.14819587628864,188.71005154639175,1552.0,64.73419892860971,32.049146631969364,0.8688426454679055,0.8743661971830986,0.5865457294028723,0.8296577952315273
125,27329.622119815667,3945.4193548387098,4354.812596006144,11753.499231950846,28283.448540706606,3073.9216589861753,228.0384024577573,1330.0168970814132,0.0,0.0,0.0,0.0,136.4531490015361,184.8678955453149,651.0,33.48503830808849,25.267692752554474,0.6561890887952908,0.9380403458213257,0.7890909090909091,1.5130424992810234
126,24884.507430997877,5234.055201698514,2390.0955414012737,8832.864118895966,20783.530785562634,12252.292993630574,688.2462845010616,1206.552016985138,47825.52653927813,2873.7940552016985,1775.56050955414,2547.8662420382166,371.7579617834395,187.48407643312103,471.0,27.621816437736374,22.433114425947572,0.5834458606430779,0.9476861167002012,0.8626373626373627,0.24620105776584433
127,21518.543465045594,4027.4395136778116,3417.056534954407,7223.958662613982,19777.4188449848,4625.742857142857,174.26565349544072,1176.4328267477204,25030.604863221884,2790.206686930091,1670.5252279635258,2994.531914893617,564.2954407294833,184.54285714285714,1645.0,60.36003551507534,37.047821435593775,0.7894766125458658,0.8829844337090714,0.6752873563218391,1.3516906963445194
128,22596.816993464054,7005.354575163398,4008.5081699346406,8292.692810457516,17964.437908496733,4041.470588235294,3909.9411764705883,1484.6601307189542,34346.174836601305,2896.6944444444443,2494.5114379084966,3570.650326797386,395.2467320261438,187.86601307189542,612.0,32.74997117973314,24.823198677608556,0.6522999506336359,0.8908296943231441,0.7132867132867133,1.3660371702808636
129,21398.155172413793,4150.87322515213,3466.761663286004,9546.117647058823,16171.57200811359,5794.922920892495,3873.6653144016227,895.8894523326572,0.0,0.0,0.0,0.0,10.854969574036511,197.5233265720081,986.0,52.44193558129688,24.73381969927027,0.8817901213548569,0.9372623574144486,0.7739403453689168,-0.19061691562883892
130,22771.97267759563,4877.3752276867035,6627.448087431694,17288.16393442623,19754.016393442624,3467.969034608379,300.1712204007286,1383.127504553734,47501.75227686703,2128.817850637523,1006.7176684881603,2937.3078324225867,298.0091074681239,191.96174863387978,549.0,30.485045147264035,23.707532993271926,0.6286634568067668,0.8784,0.6324884792626728,0.7887608792707166
131,28018.57802197802,3549.992307692308,2477.575824175824,5923.869230769231,30030.36923076923,2979.4846153846156,404.2043956043956,1242.0274725274726,0.0,0.0,0.0,0.0,100.86373626373626,193.1,910.0,39.47490815958179,29.799768275124265,0.6558352433479362,0.9469302809573361,0.8198198198198198,-0.2692101137587492
132,24604.748191027495,4321.347322720695,3205.0738060781478,8333.056439942113,23138.188133140375,3253.037626628075,1123.933429811867,1124.548480463097,23070.762662807527,2142.070911722142,1656.096960926194,6722.011577424023,189.77424023154848,194.75542691751085,691.0,37.34076819890821,24.52616358836027,0.7540473989492229,0.869182389937107,0.6494360902255639,1.4374765421345577
133,22654.10460251046,4095.649930264993,2234.863319386332,3460.516039051604,19650.18410041841,3086.8214783821477,3450.792189679219,1058.1143654114364,16649.84937238494,1760.6541143654115,2165.9860529986054,7192.202231520223,243.09623430962344,194.50627615062763,717.0,34.427592968433686,27.152816401794293,0.6147866887804242,0.945910290237467,0.8002232142857143,0.9457164486865418
134,23130.814814814814,4889.607407407408,3308.3703703703704,7463.8,20335.525925925926,7409.733333333334,4956.377777777778,1216.5111111111112,0.0,0.0,0.0,0.0,40.8,201.2,135.0,14.236104336041748,12.513459420426738,0.47683164854341575,0.9782608695652174,0.9375,0.785398163397449
135,20797.828478964402,5102.211974110032,2505.5922330097087,5565.928802588996,16352.991909385113,3321.3818770226535,196.16990291262135,1303.977346278317,26141.64563106796,2630.8252427184466,2713.559870550162,3136.0064724919093,499.00323624595467,200.83656957928804,618.0,30.832855884407678,26.439673706648335,0.5144569470926235,0.9293233082706767,0.7882653061224489,0.649314090830577
136,22308.009316770185,6219.951863354037,1492.4658385093169,5548.155279503106,17869.17391304348,4884.458074534162,6086.462732919254,1170.9378881987577,36421.37888198758,2614.63198757764,1736.2965838509317,2360.3835403726707,424.91614906832297,201.13198757763976,644.0,33.94489755087889,24.706448625635065,0.6857471654207385,0.8994413407821229,0.6505050505050505,1.0659086529906994
137,28052.09151047409,3602.6852260198457,2060.3732083792725,5936.614663726571,29252.70231532525,3417.9013230429987,3475.1824696802646,1185.9266813671445,0.0,0.0,0.0,0.0,74.49834619625138,213.9018743109151,1814.0,62.89661248209507,37.81232111579637,0.7991120165217428,0.9147755925365607,0.7434426229508196,0.12527138906823934
138,21358.30671506352,7161.840290381126,3127.9909255898365,10366.762250453721,19442.010889292196,4038.858439201452,186.24500907441018,1622.5263157894738,28103.29401088929,3956.6152450090744,1930.9255898366607,2790.05444646098,524.5662431941923,203.98729582577133,551.0,31.016917012798874,23.349736390889102,0.6582418935072767,0.8973941368078175,0.7064102564102565,0.26013113587037906
139,27382.915106117354,4006.29088639201,2405.937578027466,6818.766541822722,28546.444444444445,3201.734082397004,171.06117353308363,1211.114856429463,0.0,0.0,0.0,0.0,150.59925093632958,210.48064918851435,801.0,35.009862064726086,29.838075490555074,0.5230918837567449,0.9379391100702577,0.8074596774193549,-0.5987333605422164
140,22145.158415841583,4613.269306930693,3773.7445544554457,14209.564356435643,19255.156435643563,3655.80198019802,189.80792079207922,1287.8118811881188,47092.372277227725,2184.9861386138614,1934.889108910891,4992.178217821782,315.46732673267326,209.93465346534654,505.0,26.943142429613143,24.473414335956857,0.4182421697175817,0.9317343173431735,0.8092948717948718,-1.4321544005676694
141,24923.168421052633,5151.7192982456145,7995.287719298246,17765.831578947367,20898.912280701756,4019.619298245614,312.52280701754387,1476.5631578947368,31703.55087719298,2102.9070175438596,1683.8298245614035,3727.898245614035,289.45087719298243,216.33333333333334,570.0,28.059720205535445,26.420896759610905,0.3367470164865651,0.9090909090909091,0.7270408163265306,-0.8434485238301888
142,25935.53537735849,5564.609669811321,3307.3950471698113,5544.461084905661,24372.69929245283,4193.709905660377,173.75353773584905,1366.757075471698,29604.799528301886,3628.317216981132,2745.3502358490564,3334.9705188679245,554.6497641509434,211.43867924528303,848.0,40.71210428893067,27.711312717878947,0.7325946231327739,0.8531187122736419,0.601418439716312,-1.5041315881829578
143,21165.007233273056,4730.283905967451,4085.509945750452,11683.740506329113,18340.285714285714,5304.028028933092,5318.989150090416,1268.7875226039782,0.0,0.0,0.0,0.0,40.45569620253165,225.38065099457503,1106.0,51.21921144091276,28.81430809670747,0.826750768604124,0.8819776714513556,0.5464426877470355,0.8045296721471654
144,25033.128205128207,3725.463046757164,1859.2699849170438,4169.524886877828,24461.06636500754,5003.702865761689,207.6892911010558,1112.4042232277527,16878.43438914027,1514.6711915535445,728.2036199095022,2196.8054298642533,175.28355957767724,215.51282051282053,663.0,32.13113564976535,27.234902413801017,0.530608259874174,0.9221140472878998,0.7727272727272727,0.16852340155617473
145,23750.79555236729,4459.583213773314,3975.6083213773313,11426.764705882353,20947.231707317074,4893.428263988522,4779.4469153515065,1287.0652797704447,25782.431850789097,2082.90387374462,1571.115494978479,5510.455523672884,235.36728837876615,221.52510760401722,1394.0,59.84466633870284,35.077529349823536,0.8102076527610073,0.781390134529148,0.5867003367003367,-1.1460570340319756
146,23026.24459234609,4208.109816971713,3462.2911813643927,9119.133111480865,20660.30282861897,3521.0865224625622,2386.1647254575705,1267.0532445923461,17834.62728785358,2160.386023294509,1453.0349417637271,4127.40765391015,201.61064891846922,217.39267886855242,601.0,28.566132406369324,27.11573573600753,0.31459285226022915,0.9346811819595645,0.8255494505494505,-1.3026093695779577
147,23352.152990264254,4484.9666203059805,2020.3630041724618,3347.453407510431,19218.70097357441,3163.461752433936,6238.254520166898,1642.7343532684283,41887.54659248957,4432.196105702365,2451.596662030598,3298.9207232267036,415.8539638386648,223.21974965229487,719.0,34.35693974678843,27.048301439201673,0.6166042054757976,0.9159235668789809,0.7021484375,0.8268586124588345
148,23267.30176565008,4422.722311396468,3646.0626003210273,9144.83948635634,19620.130016051364,3385.1701444622795,204.96950240770465,1148.3258426966293,52300.054574638845,2272.9357945425363,1275.642054574639,2811.4686998394864,342.0449438202247,223.31621187800963,623.0,29.478401188879783,28.009486818524586,0.31173279363622863,0.9658914728682171,0.8874643874643875,1.145789306674107
149,24643.959134615383,6555.0817307692305,4959.935096153846,11498.096153846154,19516.375,4189.983173076923,386.5432692307692,1209.8677884615386,32615.00480769231,2403.0072115384614,3665.5,4391.415865384615,482.78365384615387,220.6971153846154,416.0,24.504959513305273,21.84697332068994,0.45295629038335095,0.930648769574944,0.7234782608695652,0.5931862356514798
150,20585.97488372093,5548.943255813953,2525.3125581395348,5251.745116279069,16656.73953488372,3467.2632558139535,180.96558139534883,982.1441860465117,26763.721860465117,3966.706046511628,3354.8651162790698,3739.9646511627907,511.0297674418605,233.59627906976743,1075.0,52.512419300065226,28.297597508810405,0.8423861348544469,0.86,0.6587009803921569,0.23234073956126203
151,27388.40354767184,3322.694013303769,1378.9024390243903,2849.650776053215,28231.18403547672,2868.8148558758317,1435.40022172949,1176.3370288248336,0.0,0.0,0.0,0.0,103.07760532150776,235.890243902439,902.0,52.30850622203696,22.742583105989482,0.9005377101419143,0.8631578947368421,0.6802413273001509,0.0476660021418389
152,24653.56476683938,5070.09067357513,2480.970207253886,5044.993523316062,20498.865284974094,4437.208549222798,3016.172279792746,1133.5751295336788,40634.465025906735,3915.6360103626944,2353.7616580310882,4550.895077720207,390.82512953367876,230.94818652849742,772.0,37.55897870555724,27.60722306190968,0.6780274578950897,0.8464912280701754,0.5848484848484848,0.39696418431038233
153,22438.15158371041,3994.1628959276018,5487.119909502262,17084.676470588234,19006.06561085973,3004.5452488687783,222.69230769230768,1328.7737556561085,35481.9592760181,2326.5339366515836,2802.214932126697,10746.325791855204,307.03846153846155,231.14705882352942,442.0,24.631572528861483,23.917885914564142,0.23897574909684088,0.8666666666666667,0.68,-1.5587807281277637
154,23087.50368033649,4878.327024185069,2622.168243953733,5491.7087276551,20441.98738170347,3998.5615141955836,390.8559411146162,1070.3869610935858,50114.04942166141,3853.1514195583595,1381.8811777076762,2716.54468980021,367.3144058885384,224.1671924290221,951.0,47.56487467716917,27.089905412774264,0.8219664334857395,0.8498659517426274,0.6891304347826087,-0.1583805549701275
155,29286.56211078335,3322.6283185840707,1476.3575876761718,3566.5883316945265,31650.332350049164,2920.515896427401,396.83185840707966,1148.6194690265486,0.0,0.0,0.0,0.0,129.33890527695837,249.02163225172075,3051.0,124.16677545412898,33.58067101861999,0.962734550255269,0.8050131926121372,0.5818077803203662,0.1439911430855603
156,22718.542538354253,5362.800557880056,5161.365411436541,11784.951185495118,20021.87168758717,3483.555090655509,2357.8437935843795,1245.697350069735,23874.907949790795,2268.7015341701535,2113.5732217573222,7218.919107391911,277.5258019525802,239.44769874476987,717.0,31.169676428751583,30.309066804477926,0.23336369671533125,0.9030226700251889,0.7227822580645161,-0.5558880367176292
157,23864.833546734953,5854.131882202305,5308.682458386684,16563.807938540333,19229.910371318823,7957.518565941101,5045.650448143406,1314.875800256082,0.0,0.0,0.0,0.0,16.282970550576184,237.71062740076826,781.0,36.375287832657015,28.677817868006205,0.6151791114726932,0.8697104677060133,0.5952743902439024,-0.14121903068646255
158,27762.039099526068,3933.3590047393363,2907.1895734597156,9251.312796208531,28812.806872037916,3005.879146919431,171.31872037914692,1350.6090047393366,0.0,0.0,0.0,0.0,155.1883886255924,242.45616113744074,844.0,40.23237635568633,27.748685128138852,0.7240854065251802,0.9388209121245829,0.8612244897959184,0.23701640210640917
159,26466.644204851753,5012.32884097035,2797.0363881401618,8267.640161725067,22916.090296495957,3304.355795148248,184.93800539083557,1526.9299191374664,29955.460916442047,2704.199460916442,3338.5309973045823,3950.3827493261456,537.9056603773585,233.8530997304582,742.0,35.99545681144051,26.789205230915897,0.6679139440404287,0.9440203562340967,0.8244444444444444,0.7989495483939681
160,20053.514227642278,3994.6565040650407,2985.1991869918697,7087.912601626016,16070.56300813008,4594.079268292683,177.60569105691056,1084.1524390243903,49936.35975609756,2113.991869918699,1620.2764227642276,4119.390243902439,327.6788617886179,242.65243902439025,492.0,29.016737690111153,22.323720987470907,0.6388402086199894,0.8770053475935828,0.6482213438735178,-1.3949580421125232
161,25351.760319573903,4486.021304926764,4737.175765645806,15741.410119840213,24179.63115845539,3269.45672436751,462.6777629826897,1411.2556591211717,20169.21171770972,1763.046604527297,906.5419440745673,2785.190412782956,180.74700399467378,246.10785619174433,751.0,33.28126402136205,29.902717698429797,0.43900414610368893,0.9494310998735778,0.8344444444444444,0.7915694884489735
162,24216.194480946124,4558.771353482261,2866.6084099868594,8884.988173455979,20856.115637319315,3351.8607095926413,4790.905387647832,1172.210249671485,19766.97109067017,2182.8738501971093,1645.5216819973718,4166.11432325887,251.49014454664913,245.17871222076215,761.0,33.96151703336884,29.18643297939224,0.5113085524130936,0.938347718865598,0.7927083333333333,0.8418034125165784
163,23913.547459252157,4843.581016299137,2719.4324065196547,7623.740172579099,21929.533077660595,3631.195589645254,170.6241610738255,1181.7852348993288,28457.71907957814,4924.900287631831,3542.3825503355706,3897.4333652924256,573.960690316395,257.2464046021093,1043.0,56.109114998739265,28.00729601879156,0.8665111680090971,0.8123052959501558,0.5045960328979197,-0.3951484203768931
