CellID,DNA_6,ELANE,CD57,CD45,DNA_7,ELANE7,CD577,CD457,DNA_8,ELANE8,CD578,CD458,X_centroid,Y_centroid,Area,MajorAxisLength,MinorAxisLength,Eccentricity,Solidity,Extent,Orientation
30,23635.252972972972,4863.323243243243,2344.023783783784,4841.311351351352,20622.83675675676,3326.55027027027,4041.5827027027026,1124.225945945946,39978.30594594595,5189.683243243243,1897.974054054054,3832.108108108108,252.1718918918919,46.63135135135135,925.0,47.86622002192247,26.18401549226922,0.8371163179154821,0.8564814814814815,0.592948717948718,0.7495158990492907
31,23549.247482014387,4044.705035971223,2936.827338129496,8544.443165467626,22491.78561151079,7319.244604316546,185.31223021582733,1204.505035971223,10910.36834532374,704.0215827338129,585.8057553956835,2548.1323741007195,166.82877697841727,44.00863309352518,695.0,33.10428879875877,27.564414460545525,0.5537937510987208,0.8808618504435995,0.7091836734693877,1.2812328147033865
32,22155.909420289856,4400.541666666667,1318.748188405797,3846.697463768116,19193.469202898552,2849.7789855072465,702.7010869565217,985.927536231884,29903.496376811596,4574.771739130435,1269.4945652173913,2666.251811594203,462.4130434782609,46.26449275362319,552.0,29.69055674867206,24.887255409864736,0.5453303093354135,0.9261744966442953,0.7885714285714286,-0.09019168550111603
33,19258.321989528795,12488.510471204188,2477.5143979057593,6599.5798429319375,14407.873036649215,11351.76439790576,23431.369109947645,1070.7539267015707,35620.653141361254,2282.807591623037,2011.2329842931938,4743.302356020942,381.8717277486911,50.96989528795812,764.0,40.02027446232967,25.04206673850246,0.7800361054975365,0.8998822143698468,0.6614718614718614,-1.04302039502013
34,23954.49295774648,3847.241922120961,2671.4888152444078,6550.626346313174,22696.932062966032,3086.172328086164,182.30571665285834,1195.1772990886495,0.0,0.0,0.0,0.0,139.2112676056338,40.71168185584093,1207.0,55.9181509268034,28.157405706737467,0.8639679535671588,0.8967310549777118,0.6761904761904762,-0.40317851043809055
35,24484.489270386268,15573.30686695279,4818.178111587983,13110.957081545064,21466.721030042918,11706.575107296138,5807.461373390558,1355.3798283261804,43433.590128755364,2794.5429184549357,1110.9678111587982,2672.5922746781116,280.8175965665236,47.94420600858369,466.0,26.665860472609157,23.151070367038162,0.496229500318368,0.9209486166007905,0.7792642140468228,-1.0374150854318978
36,23653.69753810082,3972.8030480656507,2909.4161781946073,5295.438452520516,22924.68815943728,3675.9636576787807,1169.3868698710435,1151.6483001172332,0.0,0.0,0.0,0.0,79.81359906213365,52.79601406799531,853.0,33.92445392536965,32.63329604973865,0.2732600381597912,0.9142550911039657,0.7385281385281385,0.5659160554340296
37,22853.11495176849,6601.3127009646305,1633.5594855305467,3851.3424437299036,18528.369774919614,3720.9557877813504,3802.765273311897,1045.4581993569132,36297.2692926045,3555.3673633440512,2106.2540192926044,4815.645498392283,315.15675241157555,48.42845659163987,1244.0,54.47643712810697,32.7927869681429,0.7985241537307175,0.7721911855990068,0.5189820609094702,0.8021547963140745
38,23877.84056399132,4288.095444685467,5312.586767895878,10683.645336225596,22878.561822125812,4596.5173535791755,209.2006507592191,1374.2548806941431,0.0,0.0,0.0,0.0,110.4468546637744,52.03253796095445,922.0,39.94598655578043,30.47156594995399,0.6466118242193094,0.848987108655617,0.6585714285714286,0.17091270558475702
39,22166.28836424958,4055.4671163575044,3223.321247892074,8211.39629005059,19924.704890387857,4479.64586846543,4171.821247892074,1230.7107925801013,45459.287521079255,2143.4822934232716,1599.8220910623945,4152.090219224283,211.79510961214166,55.047217537942664,1186.0,63.589209137026515,24.78471014064604,0.9209152707949866,0.8594202898550725,0.5743341404358353,-0.35782541517250727
40,19806.92266462481,3797.1194486983154,4116.587289433384,8426.97549770291,18762.474732006125,3021.850689127106,176.16079632465545,1175.0084226646247,21941.16003062787,2381.114088820827,2876.9387442572743,3705.1898928024502,570.0597243491577,48.33001531393568,1306.0,50.3972602206902,34.23942125785658,0.7337768800815174,0.9184247538677919,0.7963414634146342,0.9851423552865136
41,19813.7310252996,4229.360852197071,2457.1597869507323,4823.914780292943,16442.464713715046,2898.0972037283623,199.7683089214381,1070.7150466045273,29351.022636484686,3166.8774966711053,1970.4966711051932,4034.3608521970705,491.91877496671106,56.1185086551265,751.0,34.5460177647303,28.379021929651465,0.5702306862788954,0.8951132300357568,0.6547515257192676,1.384564541975597
42,25405.97639123103,4141.81281618887,2450.6762225969646,6238.969645868466,25769.55986509275,4639.612141652614,4741.789207419899,1235.9932546374368,0.0,0.0,0.0,0.0,54.03709949409781,58.22596964586847,593.0,30.704862465417477,25.383827050189268,0.5626373577078227,0.9025875190258752,0.6417748917748918,0.2134557152141759
43,23696.068518518518,3897.572222222222,3118.4777777777776,6739.2444444444445,22063.34074074074,6554.52037037037,474.9888888888889,1182.3555555555556,38133.92407407407,6382.279629629629,1957.2888888888888,7497.318518518518,184.92592592592592,64.63888888888889,540.0,29.94791558470038,23.924572679996018,0.6015001102693605,0.8598726114649682,0.6887755102040817,0.5809890105691975
44,25771.14988290398,4152.526932084309,2022.9121779859486,3364.2704918032787,24363.99531615925,2945.6475409836066,6027.1826697892275,1020.9121779859485,49718.47306791569,2905.8817330210773,1504.440281030445,4016.523419203747,237.69789227166277,62.38290398126464,854.0,44.720864124248116,25.78462834061663,0.8170490226005215,0.8942408376963351,0.577027027027027,0.7682625791898132
45,21924.123936816526,3979.809234507898,2769.2685297691373,6322.634264884568,19352.996354799514,3268.336573511543,193.25273390036452,1108.7071688942892,29680.865127582016,2472.010935601458,2546.775212636695,3493.1263669501823,533.7326852976913,63.307411907654924,823.0,40.781622578743246,27.137421305516266,0.7464579355946104,0.9093922651933701,0.7348214285714286,-0.17980742516620554
46,22116.305151915454,6141.1756935270805,2406.8401585204756,4910.235138705416,17240.12681638045,3480.65785997358,2254.0660501981506,1062.314398943197,38819.49801849406,4194.58784676354,2541.5217965653896,3361.457067371202,350.56538969616906,60.98546895640687,757.0,33.751060829014115,28.972203114054967,0.5129664331504735,0.9594423320659062,0.8411111111111111,-0.8257464212098536
47,22577.645308924486,13741.384439359268,1147.9405034324943,3014.466819221968,18903.352402745997,6065.560640732266,8722.830663615561,1035.604118993135,47708.356979405035,4140.189931350114,1956.2654462242563,3579.508009153318,301.68192219679634,75.44851258581235,437.0,27.541562634831024,20.888562157238653,0.6517454291493296,0.8954918032786885,0.7003205128205128,-0.8381476760127858
48,26248.18783068783,4777.3015873015875,5268.280423280423,6885.6547619047615,23807.99470899471,2995.760582010582,898.0701058201058,1135.5912698412699,29577.1917989418,2654.6891534391534,1632.037037037037,2690.3809523809523,469.29761904761904,71.30952380952381,756.0,38.66235967205629,26.102502069316152,0.7376897047745854,0.8600682593856656,0.5874125874125874,1.0793776880218409
49,23870.96112311015,3530.639308855292,1463.829373650108,4462.6133909287255,21295.077753779697,4025.1036717062634,181.96976241900649,1080.0151187904967,18616.16846652268,2283.2613390928727,2592.9114470842333,4114.54211663067,554.9416846652268,70.42116630669547,463.0,25.70260046767316,23.373759507523747,0.4159384046587802,0.9410569105691057,0.8052173913043478,-0.9704927549800909
50,24133.309764309764,6191.2340067340065,1258.648148148148,3705.0875420875423,20250.37373737374,5518.501683501683,3033.1060606060605,1156.9343434343434,48523.61784511784,5272.333333333333,1060.2441077441079,2432.8585858585857,277.1212121212121,71.9023569023569,594.0,30.363553632553916,25.322904208245475,0.5517793525407799,0.9252336448598131,0.7576530612244898,0.8908205788973959
51,19504.82857142857,12243.564285714287,1918.1919642857142,5871.327678571429,14923.986607142857,5737.742857142857,41420.51964285714,1051.674107142857,33360.03482142857,2730.9544642857145,1912.3598214285714,3069.870535714286,400.30535714285713,68.82678571428572,1120.0,52.40744129154491,28.538237780925087,0.8387312848033371,0.8981555733761026,0.6285072951739619,-1.196556203686219
52,26462.74864655839,3708.8839907192573,2236.781902552204,5151.115235885538,27090.11910286156,2933.2235112142303,5127.787316318639,1169.7238979118329,0.0,0.0,0.0,0.0,40.08430007733952,84.11291569992267,1293.0,51.35981148726986,32.998285765219244,0.7662921019529177,0.8831967213114754,0.6301169590643275,0.4132606565097711
53,19087.736434108527,5713.780361757106,1274.2118863049095,2709.1007751937987,14853.023255813954,4752.958656330749,4005.0335917312664,957.9664082687339,43231.35142118863,2699.4031007751937,1871.5503875968993,3276.832041343669,328.16795865633077,76.07235142118863,387.0,24.76909385714478,20.91136144435551,0.5359461347666955,0.8677130044843049,0.6009316770186336,-1.3167900912877217
54,23188.111368909515,3688.0023201856147,1744.5823665893272,4543.651972157772,22921.343387471,2844.264501160093,4408.5498839907195,1148.8190255220418,0.0,0.0,0.0,0.0,70.50348027842227,77.61252900232019,431.0,26.37611909568269,21.427157190651993,0.5831428992289609,0.9209401709401709,0.7207357859531772,1.0794436930493017
55,23462.6752,3653.4528,1683.5472,3736.8368,22186.8672,4585.8,1008.1728,1124.3712,0.0,0.0,0.0,0.0,94.5664,77.3408,625.0,31.012115937397297,26.272902532560583,0.5313029930259793,0.9286775631500743,0.7971938775510204,-0.8511744925980752
56,24501.2792,3803.4248,1502.8208,2946.064,23262.0544,3123.54,184.38,1069.6328,4187.4328,422.3264,432.5592,1098.1472,157.1728,74.968,1250.0,48.01269269478118,37.22643145342441,0.6315371362221726,0.8722958827634334,0.6469979296066253,1.1824195945918905
57,21409.656832298137,3830.0760869565215,1698.5807453416148,4353.099378881988,17834.67701863354,3074.532608695652,195.65217391304347,1022.0978260869565,32567.652173913044,4936.546583850932,2150.44099378882,2641.5388198757764,509.88198757763973,80.4192546583851,644.0,33.965763934004855,25.0616577470209,0.6749641171734381,0.8598130841121495,0.6216216216216216,1.4270180613739363
58,19014.01416430595,4058.439093484419,4048.0920679886685,10172.50283286119,17558.579320113313,4666.021246458923,183.8597733711048,1253.7025495750709,17967.395184135978,3981.2691218130312,2825.174220963173,4086.3810198300284,577.7039660056657,81.54957507082153,706.0,31.498325701740026,29.28477612940324,0.3682549440506733,0.9805555555555555,0.9338624338624338,-0.29188879071488805
59,22750.22296173045,9934.422628951746,1170.2662229617304,3826.5640599001663,18279.955074875208,4668.1564059900165,8415.297836938436,982.9417637271215,36548.9384359401,2596.5474209650583,1859.2079866888519,3126.863560732113,368.6722129783694,83.71381031613977,601.0,31.923722317043698,24.516002763987615,0.6405030267335441,0.8799414348462665,0.7004662004662005,1.2642156490392231
60,21159.39798994975,10834.287437185929,1636.1246231155778,6823.642211055277,16019.75879396985,5297.3326633165825,37652.0,1100.7065326633167,31976.707537688442,2543.8180904522615,2012.9386934673366,2718.8391959798996,418.10854271356783,87.85527638190955,995.0,48.95022250385575,27.193395096939717,0.8314954292803044,0.8860195903829029,0.6111793611793612,-0.7555282743139028
61,23860.474860335195,3537.91843575419,1525.2849162011173,2961.0078212290505,22852.183240223465,3394.0983240223463,212.07932960893854,1059.6938547486034,0.0,0.0,0.0,0.0,122.58100558659218,84.29832402234636,895.0,37.43595540932502,31.1695519208121,0.5538596749430759,0.9381551362683438,0.7748917748917749,-0.47604441966970273
62,25523.085747392815,4215.1761297798375,1931.505214368482,3909.8157589803013,23935.217844727693,3603.3348783314023,5752.616454229432,1057.975666280417,43146.36964078795,7015.023174971031,1689.1865585168018,5093.663962920046,225.27230590961761,87.43453070683661,863.0,35.40376990308553,31.378774270587478,0.46308922623850246,0.9360086767895879,0.7288851351351351,0.37007915150309934
63,19186.886532343586,12381.883351007424,2677.5185577942734,8304.08271474019,15522.59172852598,5376.857900318134,24047.0,1117.7571580063627,28859.009544008484,2953.7932131495227,2665.9904559915162,3133.5015906680806,447.8950159066808,77.50477200424179,943.0,55.05533521628309,23.447682160498697,0.9047735342232898,0.8503155996393147,0.5345804988662132,0.6380377981067978
64,27169.357004519046,3167.6126533247257,1272.0290510006455,2475.919948353777,25865.454486765655,2649.915429309232,4323.868302130407,977.979341510652,0.0,0.0,0.0,0.0,13.121368624919302,74.91672046481601,1549.0,70.27332928092197,31.332996921944332,0.8950961149483269,0.8025906735751296,0.5994582043343654,-0.1453427687180785
65,22478.60353982301,9094.249557522124,1801.10796460177,2172.1539823008848,17628.01592920354,5511.191150442478,3110.3946902654866,962.1327433628319,43912.929203539825,5731.426548672566,2311.7734513274336,3209.3716814159293,343.65486725663715,91.16637168141592,565.0,28.96919147305635,25.45963391840298,0.4770943695687974,0.8828125,0.6509216589861752,-0.33050469300615376
66,25220.152777777777,4453.8,2400.948611111111,6941.2125,22714.758333333335,4303.093055555555,5981.427777777778,1239.7652777777778,44674.68472222222,2849.9944444444445,1238.6083333333333,2931.0,252.20277777777778,95.7375,720.0,41.487358383851884,23.75417679730217,0.8198598778906976,0.8622754491017964,0.6428571428571429,0.31912987604578125
67,24675.82089552239,8215.706467661692,5099.626865671642,10595.089552238805,20964.34825870647,7203.805970149254,2629.1641791044776,1254.7412935323382,53960.114427860695,3830.855721393035,1748.5621890547263,2870.233830845771,292.910447761194,94.74626865671642,201.0,18.859742038659217,14.292171665890816,0.6524709450774128,0.8854625550660793,0.7389705882352942,-0.5396773487962917
68,23561.023633677993,20484.211225997045,1639.7237813884785,3216.3308714918758,20712.834564254063,8422.635155096012,7968.110782865583,1002.8626292466765,43521.04135893648,3519.5420974889216,1909.149187592319,3653.9556868537666,315.533234859675,94.71344165435745,677.0,31.07034379267662,28.28587963536145,0.4137689408290183,0.9099462365591398,0.6611328125,0.9694201405042292
69,22741.12133072407,4419.113502935421,4308.939334637965,10770.745596868885,20161.3072407045,4860.810176125245,1743.5636007827788,1317.160469667319,27666.043052837573,2265.40313111546,1875.3091976516635,6759.146771037182,195.70841487279844,94.72602739726027,511.0,31.815793225313502,21.1101908902268,0.7481647961733084,0.8902439024390244,0.7019230769230769,-1.0521232098309057
70,21685.872648335746,4214.243125904486,3038.973950795948,8366.76989869754,18220.471780028944,4868.178002894356,186.1548480463097,1146.946454413893,26364.617945007234,4106.018813314037,3374.742402315485,3977.630969609262,554.4500723589001,102.65123010130246,691.0,31.605898681837303,28.29759662761925,0.4454105665110877,0.9363143631436315,0.7960829493087558,-1.0798549651301983
71,28155.2853470437,3838.181233933162,3108.3007712082263,8275.807197943444,28986.411311053984,2917.0321336760926,4906.005141388175,1284.3573264781492,0.0,0.0,0.0,0.0,69.3650385604113,101.89074550128535,778.0,34.86783148841982,29.86772435201086,0.5159839076995579,0.884090909090909,0.7009009009009008,0.29299158972543426
72,25637.03187919463,3448.6744966442952,1505.4026845637584,2770.5453020134228,25526.827181208053,2933.9362416107383,175.85906040268458,1068.3926174496644,0.0,0.0,0.0,0.0,141.6744966442953,105.39765100671141,596.0,29.90477219764991,26.004184177105124,0.4938160890669996,0.9356357927786499,0.8186813186813187,0.2577285995498954
73,21331.39619771863,18125.964258555134,3169.5399239543726,6699.4,16493.199239543726,8654.968821292776,55301.77946768061,1104.290494296578,26804.792395437264,3979.1437262357413,1554.829657794677,3709.9665399239543,433.9422053231939,111.39391634980988,1315.0,57.21974703259102,32.70060249433736,0.8206079434487777,0.7832042882668255,0.4816849816849817,-1.0532900383906778
74,21884.813829787236,5206.369015957447,4641.39960106383,10766.999335106382,18649.844414893618,4951.439494680851,769.4541223404256,1220.4946808510638,32075.371010638297,4552.058510638298,2864.2047872340427,3754.21875,491.4973404255319,104.63430851063829,1504.0,55.35397429763201,36.551186319997186,0.7509867349192807,0.8323187603763144,0.5031783205085313,0.48549890384549343
75,22284.427860696516,4608.286069651741,4005.1666666666665,8822.27487562189,19953.680348258706,4505.269900497512,196.48009950248758,1148.620646766169,35513.682835820895,3320.210199004975,1965.6268656716418,3855.6243781094527,524.8258706467661,104.65547263681592,804.0,34.77671886770352,29.811288391510246,0.5149508636829297,0.9392523364485982,0.7657142857142857,0.4333652722665442
76,27373.487900078064,3671.1155347384856,1942.0093676814988,5477.0210772833725,27872.73926619828,3793.3661202185795,2479.505854800937,1196.5089773614363,0.0,0.0,0.0,0.0,101.19125683060109,108.64637002341921,1281.0,47.092342474237256,37.79549631799592,0.5965409573265514,0.8280542986425339,0.6440422322775264,1.450925312163859
77,24176.846928499497,3938.8680765357503,1998.939577039275,6136.647532729104,23098.996978851963,3646.1007049345417,179.33836858006043,1195.04833836858,14529.671701913394,1031.392749244713,1314.4551863041288,5850.263846928499,168.9496475327291,109.94864048338368,993.0,42.576742396847585,30.649305505685824,0.6941189984145371,0.9245810055865922,0.8275,-0.031337876063948215
78,23172.845569620255,4150.439240506329,2686.9911392405065,4958.154430379747,20871.8582278481,3827.140506329114,5240.673417721519,1075.9607594936708,28510.386075949365,2210.2518987341773,2188.0658227848103,6737.221518987341,219.16962025316457,120.18860759493671,790.0,51.72343779693929,21.67027421564382,0.9080027039481086,0.7837301587301587,0.4606413994169096,0.39739934072030836
79,22775.496062992126,4015.9291338582675,2835.496062992126,5128.488188976378,21690.3937007874,3215.4409448818897,363.34645669291336,1236.6141732283465,0.0,0.0,0.0,0.0,123.16535433070867,117.64566929133858,127.0,17.944141142556806,10.461896842493426,0.8124536557164663,0.900709219858156,0.6614583333333334,-0.4964648722866325
80,20176.438735177864,6966.586956521739,2053.719367588933,3702.5276679841895,15005.48418972332,3585.478260869565,6402.486166007905,958.794466403162,41388.296442687744,2296.385375494071,1501.312252964427,3093.9268774703555,355.3399209486166,113.3695652173913,506.0,29.88607464450255,22.243132121408618,0.6678854435521516,0.8861646234676007,0.6746666666666666,0.42781691404479916
81,22622.64432029795,4213.6033519553075,2130.9162011173185,4471.523277467411,19896.130353817505,3977.5959031657358,5948.893854748603,1091.1433891992551,44747.92551210428,2854.0335195530724,1122.2309124767226,2653.4059590316574,238.51582867783986,114.94227188081936,537.0,29.03682392449712,24.33382699025615,0.5456190015506401,0.9258620689655173,0.6849489795918368,0.9687799369227404
